id,itemId,title,leafCategoryIds,categories,image,price,itemHref,seller,marketingPrice,condition,conditionId,thumbnailImages,shippingOptions,buyingOptions,itemWebUrl,itemLocation,additionalImages,adultOnly,legacyItemId,availableCoupons,itemOriginDate,itemCreationDate,topRatedBuyingExperience,priorityListing,listingMarketplaceId
v1|356503906234|0,v1|356503906234|0,DAIHATSU PUG-AP65W ELECTRIC MAGNETIC PICKUP SENSOR 15190A,['36802'],"[{'categoryId': '36802', 'categoryName': 'Other Automation Equipment'}, {'categoryId': '12576', 'categoryName': 'Business & Industrial'}, {'categoryId': '42892', 'categoryName': 'Industrial Automation & Motion Controls'}]",{'imageUrl': 'https://i.ebayimg.com/images/g/9wQAAOSwd~RnRxPw/s-l225.jpg'},"{'value': '1255.50', 'currency': 'USD'}",https://api.ebay.com/buy/browse/v1/item/v1%7C356503906234%7C0,"{'username': 'marine-estore', 'feedbackPercentage': '100.0', 'feedbackScore': 268}","{'originalPrice': {'value': '1350.00', 'currency': 'USD'}, 'discountPercentage': '7', 'discountAmount': {'value': '94.50', 'currency': 'USD'}, 'priceTreatment': 'MARKDOWN'}",New – Open box,1500,[{'imageUrl': 'https://i.ebayimg.com/images/g/9wQAAOSwd~RnRxPw/s-l1600.jpg'}],"[{'shippingCostType': 'FIXED', 'shippingCost': {'value': '0.00', 'currency': 'USD'}, 'minEstimatedDeliveryDate': '2026-08-20T07:00:00.000Z', 'maxEstimatedDeliveryDate': '2026-08-27T07:00:00.000Z'}]","['FIXED_PRICE', 'BEST_OFFER']",https://www.ebay.com/itm/356503906234?_skw=DAIHATSU+PUG-AP65W&hash=item530149e7ba:g:9wQAAOSwd~RnRxPw,"{'postalCode': '******', 'country': 'IN'}","[{'imageUrl': 'https://i.ebayimg.com/images/g/UJkAAOSwdlFnRxPw/s-l225.jpg'}, {'imageUrl': 'https://i.ebayimg.com/images/g/HfUAAOSw0h1nRxPw/s-l225.jpg'}, {'imageUrl': 'https://i.ebayimg.com/images/g/WkoAAOSw-IdnRxPw/s-l225.jpg'}, {'imageUrl': 'https://i.ebayimg.com/images/g/ClkAAOSw4J5nRxPw/s-l225.jpg'}, {'imageUrl': 'https://i.ebayimg.com/images/g/8ioAAOSwRjhnRxPw/s-l225.jpg'}]",False,356503906234,False,2024-11-27T12:48:51.000Z,2025-01-25T16:37:14.000Z,False,False,EBAY_US
